id,bg,en,lat,type,level,topic,,,,
bg_00867,стълб x2,"pole, post ", stŭlb x2,MEDIUM,EASY,none,,,,
bg_00868,"подвежда/-м, подведе/-а",mislead  x2 tenses," podvezhda/-m, podvede/-a",VERB,HARD,none,,,,
bg_00869,светлоотразѝтелен/-лна/-лно/-лни,reflective , svetlootrazìtelen/-lna/-lno/-lni,ADJECTIVE,EASY,none,,,,
bg_00870,"сеща се, сети се x 2","remember, recall (fact, information, etc.) x 2 tenses"," seshta se, seti se x 2",VERB,EASY,none,,,,
bg_00871,"скъсява, скъси",shortenx 2 tenses," skŭsyava, skŭsi",VERB,EASY,none,,,,
bg_00872,"отнася, отнесе",take something somewhere x 2 tenses," otnasya, otnese",VERB,EASY,none,,,,
bg_00873,"затруднява, затрудни",make something difficult x 2 tenses," zatrudnyava, zatrudni",VERB,EASY,none,,,,
bg_00874,"разрушава, разруши",destroy x 2 tenses," razrushava, razrushi",VERB,EASY,none,,,,
bg_00875,"удължава, удължи x2","prolong, lengthen x 2 tenses"," udŭlzhava, udŭlzhi x2",VERB,HARD,none,,,,
bg_00876,"намества, намести ce",get comfortable x 2 tenses," namestva, namesti ce",VERB,HARD,none,,,,
bg_00877,"отнася, отнесе се добре или зле с някого",treat someone well or badly x 2 tenses," otnasya, otnese se dobre ili zle s nyakogo",VERB,EASY,none,,,,
bg_00878,"запалва, запали",light (make something start to burn) x 2 tenses," zapalva, zapali",VERB,EASY,none,,,,
bg_00879,"запалва, запали ce",catch fire x 2 tenses," zapalva, zapali ce",VERB,HARD,none,,,,
bg_00880,страдателен залог ,passive voice, stradatelen zalog ,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00881,Датата ще бъде променена.,The date will be changed., Datata shte bŭde promenena.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00882,комплект x2,"a set, kit", komplekt x2,MEDIUM,EASY,none,,,,
bg_00883,раница,backpack, ranitsa,MEDIUM,EASY,none,,,,
bg_00884,зад,"behind (preposition, therefore used before nouns)", zad,MEDIUM,HARD,none,,,,
bg_00885,авария,breakdown, avariya,MEDIUM,HARD,none,,,,
bg_00886,"решава/-м, реши/-а x2",decide; solve," reshava/-m, reshi/-a x2",VERB,EASY,none,,,,
bg_00887,Боли ли?,Does it hurt?, Boli li?,MEDIUM,HARD,none,,,,
bg_00888,храни/-я се,eat, khrani/-ya se,VERB,HARD,none,,,,
bg_00889,авариен комплект,emergency kit, avarien komplekt,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00890,крайност,extremity, kraĭnost,MEDIUM,HARD,none,,,,
bg_00891,храни/-я,feed, khrani/-ya,VERB,EASY,none,,,,
bg_00892,аварийни светлини,hazard lights, avariĭni svetlini,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00893,боли/-я,hurt, boli/-ya,VERB,EASY,none,,,,
bg_00894,играх шах,I played chess, igrakh shakh,SHORT PHRASE,UNTESTED,none,,,,
bg_00895,отзад,"in the back (adverb, therefore not used before nouns)", otzad,MEDIUM,EASY,none,,,,
bg_00896,промени решението си,she changed her mind, promeni reshenieto si,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00897,"разрешава/-м, разреши/-а x2",solve; allow x2 tenses," razreshava/-m, razreshi/-a x2",VERB,EASY,none,,,,
bg_00898,"намазва/-м, намаже/-а",spread (e.g. cream on the body or something on a toast) x2 tenses," namazva/-m, namazhe/-a",VERB,EASY,none,,,,
bg_00899,"дарили парите, парите били дарени","they donated the money, the money was donated (reportive past)"," darili parite, parite bili dareni",LONG PHRASE,UNTESTED,none,,,,
bg_00900,"дариха парите, парите бяха дарени","they donated the money, the money was donated  (pp)"," darikha parite, parite byakha dareni",LONG PHRASE,UNTESTED,none,,,,
bg_00901,"дарили са парите, парите са били дарени","they have donated the money, the money has been  donated"," darili sa parite, parite sa bili dareni",LONG PHRASE,UNTESTED,none,,,,
bg_00902,Всеки ден се хранихме там.,We ate there every day., Vseki den se khranikhme tam.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00903,миналия(т) път (не 'миналата'),last time ,minaliya(t) pŭt (ne 'minalata'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_00904,"ново правило, нови правила (не 'правили')","new rule, new rules "," novo pravilo, novi pravila (ne 'pravili')",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00905,Кучетата са забранени на плажа.,Dogs are not allowed on the beach., Kuchetata sa zabraneni na plazha.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00906,собственикът ни каза (не 'каже'),the owner told us , sobstvenikŭt ni kaza (ne 'kazhe'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_00907,"когато му казваме (на Бени, не 'го')",when we tell him ," kogato mu kazvame (na Beni, ne 'go')",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00908,Първия ден не се намазах с крем.,I didn't put on any cream the first day., Pŭrviya den ne se namazakh s krem.,LONG PHRASE,UNTESTED,none,,,,
bg_00909,"Мислех, че няма да бъде проблем. (не 'не ще бъде')",I thought it wouldn't be a problem. ," Mislekh, che nyama da bŭde problem. (ne 'ne shte bŭde')",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00910,Изгорях много на слънцето. (не 'се изгорих'),I got really sunburned. , Izgoryakh mnogo na slŭntseto. (ne 'se izgorikh'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_00911,лежах (не 'лежях' - exception!),I was lying , lezhakh (ne 'lezhyakh' - exception!),MEDIUM PHRASE,UNTESTED,none,,,,
bg_00912,"Не лежах, а седях.","I wasn't lying down, I was sitting."," Ne lezhakh, a sedyakh.",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00913,изглеждах като тигър (не 'изгледах'),I looked like a tiger , izglezhdakh kato tigŭr (ne 'izgledakh'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_00914,"гръб, гърба/гърбът","back, the back"," grŭb, gŭrba/gŭrbŭt",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00915,от една крайност на друга,from one extreme to another, ot edna kraĭnost na druga,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00916,със + с/з,with + s/z, sŭs + s/z,MEDIUM,EASY,none,,,,
bg_00917,"със сол, със захар","with salt, with sugar"," sŭs sol, sŭs zakhar",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00918,"с вода, с мен, с кашкавал","with water, with me, with cheese"," s voda, s men, s kashkaval",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00919,"ментално, ръчно и зрително разсейване","mental, manual and visual distraction"," mentalno, rŭchno i zritelno razseĭvane",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00920,колата има аварийни светлини,the car has hazard lights, kolata ima avariĭni svetlini,MEDIUM PHRASE,EASY,none,,,,
bg_00921,мълчах - exception!,I was silent, mŭlchakh - exception!,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00922,държах - exception!,I was holding, dŭrzhakh - exception!,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00923,държах се - exception!,I was behaving, dŭrzhakh se - exception!,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00924,ръмжах - exception!,I was growling, rŭmzhakh - exception!,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00925,горчах - exception!,I was bitter, gorchakh - exception!,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00926,жужах - exception!,I was buzzing, zhuzhakh - exception!,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00927,личах - exception! x2,"I seemed, looked", lichakh - exception! x2,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00928,предупреждение,warning, preduprezhdenie,SHORT,EASY,none,,,,
bg_00929,общност,community, obshtnost,MEDIUM,HARD,none,,,,
bg_00930,независимост,independence (f.), nezavisimost,MEDIUM,UNTESTED,none,,,,
bg_00931,"изсъхва, изсъхне x2",become dry; wither x 2 tenses," izsŭkhva, izsŭkhne x2",VERB,HARD,none,,,,
bg_00932,"навежда се, наведе се x2",bend down or forward x 2 tenses," navezhda se, navede se x2",VERB,HARD,none,,,,
bg_00933,"разглежда, разгледа x2","see (in detail), look through x 2 tenses"," razglezhda, razgleda x2",VERB,HARD,none,,,,
bg_00934,"изправя, изправи се срещу",face x 2 tenses," izpravya, izpravi se sreshtu",VERB,HARD,none,,,,
bg_00935,"къса, скъса  със ",break up with x 2 tenses," kŭsa, skŭsa  sŭs ",VERB,EASY,none,,,,
bg_00936,"къса, скъса x2",tear (into pieces or a hole into something) x 2 tenses," kŭsa, skŭsa x2",VERB,HARD,none,,,,
bg_00937,"отделя, отдели x4","separate (a part from a whole); put aside; release, emit (heat, gas, etc.) x 2 tenses"," otdelya, otdeli x4",VERB,HARD,none,,,,
bg_00938,"избърсва, избърше",wipe x 2 tenses," izbŭrsva, izbŭrshe",VERB,HARD,none,,,,
bg_00939,"издържа, издържи {incl. perf.)",maintain (support financially) x 2 tenses," izdŭrzha, izdŭrzhi x3",VERB,HARD,none,,,,
bg_00940,"преглежда, прегледа x2","go through, examine (look at carefully in order to find something x 2 tenses"," preglezhda, pregleda x2",VERB,HARD,none,,,,
bg_00941,"изнася, изнесе x2","take out (of a room, building, etc.); export; x 2 tenses "," iznasya, iznese x2",VERB,HARD,none,,,,
bg_00942,"изнася, изнесе се",move out x 2 tenses," iznasya, iznese se",VERB,HARD,none,,,,
bg_00943,"застрелва, застреля x2",shoot (kill with a bullet) x 2 tenses," zastrelva, zastrelya x2",VERB,EASY,none,,,,
bg_00944,"върти, завърти  x2","turn, rotate (make something turn around a central fixed point)"," vŭrti, zavŭrti x2",VERB,UNTESTED,none,,,,
bg_00945,полукълбо/-а,hemisphere , polukŭlbo/-a,MEDIUM,HARD,none,,,,
bg_00946,"стеснява/-м се, стесни/-я се",become narrow  x 2 tenses," stesnyava/-m se, stesni/-ya se",VERB,HARD,none,,,,
bg_00947,наподобява/-м,resemble , napodobyava/-m,VERB,HARD,none,,,,
bg_00948,нос/-ове,cape , nos/-ove,MEDIUM,EASY,none,,,,
bg_00949,простира/-м се x2,"spread (over a particular area), extend to ", prostira/-m se x2,VERB,HARD,none,,,,
bg_00950,провлак/-ци,isthmus , provlak/-tsi,MEDIUM,HARD,none,,,,
bg_00951,проток/-ци,strait , protok/-tsi,MEDIUM,EASY,none,,,,
bg_00952,обширен/-рна/-рно/-рни x3,"vast, wide, spacious ", obshiren/-rna/-rno/-rni x3,ADJECTIVE,HARD,none,,,,
bg_00953,устие x2,"estuary, mouth ", ustie x2,MEDIUM,EASY,none,,,,
bg_00954,"предприема/-м, предприеме/-а x2","undertake, embark on x 2 tenses"," predpriema/-m, predprieme/-a x2",VERB,HARD,none,,,,
bg_00955,плаване,sailing , plavane,MEDIUM,HARD,none,,,,
bg_00956,подход,approach (noun), podkhod,MEDIUM,EASY,none,,,,
bg_00957,подходящ/-а/-о/-и,appropriate, podkhodyasht/-a/-o/-i,MEDIUM,EASY,none,,,,
bg_00958,изкуство,art, izkustvo,SHORT,HARD,none,,,,
bg_00959,изкуствен/-а/-о/-и,artificial, izkustven/-a/-o/-i,MEDIUM,EASY,none,,,,
bg_00960,съвременен/-нна/-нно/-нни,contemporary, sŭvremenen/-nna/-nno/-nni,ADJECTIVE,HARD,none,,,,
bg_00961,особено x 2,especially (in a larger degree), osobeno x 2,MEDIUM,HARD,none,,,,
bg_00962,изложба/-и,exhibition, izlozhba/-i,MEDIUM,EASY,none,,,,
bg_00963,"предполага/-м, предположи/-а x 2","guess, suppose x 2 tenses"," predpolaga/-m, predpolozhi/-a x 2",VERB,HARD,none,,,,
bg_00964,зала/-и,hall, zala/-i,MEDIUM,UNTESTED,none,,,,
bg_00965,Той е бил уволнен.,He has been fired., Toĭ e bil uvolnen.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00966,"пренебрегва/-м, пренебрегне/-а x 2","ignore, neglect x 2 tenses"," prenebregva/-m, prenebregne/-a x 2",VERB,HARD,none,,,,
bg_00967,страдателно причастие,passive participle, stradatelno prichastie,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00968,минало свършено преизказно време,past perfective reportive, minalo svŭrsheno preizkazno vreme,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00969,приоритет/-и,priority, prioritet/-i,MEDIUM,EASY,none,,,,
bg_00970,предимство (not priority),right of way, predimstvo,MEDIUM,HARD,none,,,,
bg_00971,страшен/-шна/-шно/-шни,scary, strashen/-shna/-shno/-shni,ADJECTIVE,HARD,none,,,,
bg_00972,срамен/-мна/-мно/-мни,shameful, sramen/-mna/-mno/-mni,ADJECTIVE,HARD,none,,,,
bg_00973,из страната,throughout the country, iz stranata,MEDIUM,HARD,none,,,,
bg_00974,уважава/-м,to respect, uvazhava/-m,VERB,HARD,none,,,,
bg_00975,стойност/-и,value, stoĭnost/-i,MEDIUM,HARD,none,,,,
bg_00976,"спор,  спорове","dispute, disputes"," spor, sporove",SHORT,UNTESTED,none,,,,
bg_00977,Той беше уволнен.Той бил уволнен.,He was fired ; passive + passive reportive, Toĭ beshe uvolnen.Toĭ bil uvolnen.,LONG PHRASE,UNTESTED,none,,,,
bg_00978,висока хранителна стойност,high nutritional value, visoka khranitelna stoĭnost,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00979,Вратата е отворена. (не 'отворено'),The door is open., Vratata e otvorena. (ne 'otvoreno'),MEDIUM PHRASE,UNTESTED,none,,,,
bg_00980,Всяко правителство трябва да защитава гражданите си.,Every government must protect (alt - not paz) its citizens., Vsyako pravitelstvo tryabva da zashtitava grazhdanite si.,LONG PHRASE,UNTESTED,none,,,,
bg_00981,глобално затопляне,global warming, globalno zatoplyane,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00982,Елисо ляга рано.,Eliso goes to bed early., Eliso lyaga rano.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00983,Звукът беше изключен.,The sound was turned off., Zvukŭt beshe izklyuchen.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00984,"Имаме лекарства, но не специално за такива събития. (не 'особено')","We have medicines, but not specifically for such events."," Imame lekarstva, no ne spetsialno za takiva sŭbitiya. (ne 'osobeno')",LONG PHRASE,UNTESTED,none,,,,
bg_00985,Климатикът е шумен.,The air conditioner is noisy., Klimatikŭt e shumen.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00986,лекарство/-а,medicine/s, lekarstvo/-a,MEDIUM,EASY,none,,,,
bg_00987,от деветнайсети до двайсет и шести август,from the nineteenth to the twenty-sixth of August, ot devetnaĭseti do dvaĭset i shesti avgust,LONG PHRASE,UNTESTED,none,,,,
bg_00988,"прочита/-м, прочете/-а",read x 2 tenses," prochita/-m, prochete/-a",VERB,EASY,none,,,,
bg_00989,разчита/-м на (не 'от'),rely on , razchita/-m na (ne 'ot'),VERB,EASY,none,,,,
bg_00990,Разчитаха на НАТО.,They relied on NATO., Razchitakha na NATO.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00991,"ситуации, ЗА които не съм мислил (не 'от')",situations I haven't thought ABOUT ," situatsii, ZA koito ne sŭm mislil (ne 'ot')",MEDIUM PHRASE,UNTESTED,none,,,,
bg_00992,Трябва да се приготвим за война.,We need to prepare for war., Tryabva da se prigotvim za voĭna.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_00993,"издържа, издържи x 2 (imperf. only)","bear, stand; only imperfective x 2 tenses"," izdŭrzha, izdŭrzhi x 2",VERB,EASY,none,,,,
bg_00994,"изнася, изнесе x 2","take out (of a room, building, etc.); export x 2 tenses"," iznasya, iznese x 2",VERB,EASY,none,,,,
bg_00995,"изправя, изправи",straighten x 2 tenses," izpravya, izpravi",VERB,EASY,none,,,,
bg_00996,"изправя, изправи се x 2","stand up, sit up x 2 tenses"," izpravya, izpravi se x 2",VERB,EASY,none,,,,
bg_00997,"навежда се, наведе се x 2",bend down or forward x 2 tenses," navezhda se, navede se x 2",VERB,HARD,none,,,,
bg_00998,"налага се, наложи се",it is necessary x 2 tenses," nalaga se, nalozhi se",VERB,HARD,none,,,,
bg_00999,"обслужва, обслужи x 2","serve, attend to x 2 tenses"," obsluzhva, obsluzhi x 2",VERB,HARD,none,,,,
bg_01000,"оправя, оправи се x 2","get well, recover - alt.  x 2 tenses"," opravya, opravi se x 2",VERB,HARD,none,,,,
bg_01001,"отегчава, отегчи/ се",bore (make someone feel bored); се – get bored x 2 tenses," otegchava, otegchi/ se",VERB,EASY,none,,,,
bg_01002,"оформя, оформи x 2","form, shape x 2 tenses"," oformya, oformi x 2",VERB,EASY,none,,,,
bg_01003,"оценява, оцени x 4","appreciate; evaluate; mark, grade x 2 tenses"," otsenyava, otseni x 4",VERB,HARD,none,,,,
bg_01004,Той желае нещо,he wishes for something , Toĭ zhelae neshto,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01005,"преживява, преживее x 2","experience, go through x 2 tenses"," prezhivyava, prezhivee x 2",VERB,HARD,none,,,,
bg_01006,"разширява, разшири x 2","widen, expand x 2 tenses"," razshiryava, razshiri x 2",VERB,HARD,none,,,,
bg_01007,глух/-а/-о/-и ,deaf, glukh/-a/-o/-i x 2,MEDIUM,EASY,none,,,,
bg_01008,слух,sense of hearing, slukh,MEDIUM,EASY,none,,,,
bg_01009,изграден от,composed of, izgraden ot,MEDIUM,HARD,none,,,,
bg_01010,гръбначно животно,vertebrate animal, grŭbnachno zhivotno,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01011,осъществява/осъществи x3,"carry out, realise, perform", osŭshtestvyava/osŭshtestvi x3,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01012,дъвча or съдъвка / съдъвче,chew x 2 tenses + alt, dŭvcha or sŭdŭvka / sŭdŭvche,VERB,EASY,none,,,,
bg_01013,изправен стоеж x2,"erect, upright posture", izpraven stoezh x2,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01014,беше разочароващо,it was disappointing, beshe razocharovashto,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01015,опорно двикателната система,musculoskeletal system, oporno dvikatelnata sistema,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01016,по-дебел,thicker, po-debel,SHORT,HARD,none,,,,
bg_01017,може би нещата ще се променят,maybe something will change, mozhe bi neshtata shte se promenyat,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01018,Пасивната част е представена от скелет,the passive part is represented by a skeleton, Pasivnata chast e predstavena ot skelet,LONG PHRASE,UNTESTED,none,,,,
bg_01019,сърдечни заболявания,heart diseases, sŭrdechni zabolyavaniya,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01020,нарастващ проблем,a growing problem, narastvasht problem,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01021,заплаха,a threat, zaplakha,MEDIUM,HARD,none,,,,
bg_01022,достъп,access, dostŭp,SHORT,EASY,none,,,,
bg_01023,въоръжено нападение,an armed attack, vŭorŭzheno napadenie,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01024,въоръжен/-а/-о/-и,armed, vŭorŭzhen/-a/-o/-i,MEDIUM,EASY,none,,,,
bg_01025,основни знания,basic knowledge, osnovni znaniya,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01026,държи/-а се,behave 3rd/1st p, dŭrzhi/-a se,VERB,EASY,none,,,,
bg_01027,"граждани, живеещи в страната",citizens living (who are living) in the country," grazhdani, zhiveeshti v stranata",LONG PHRASE,UNTESTED,none,,,,
bg_01028,съдържа/-м,contain 3rd/1st p, sŭdŭrzha/-m,VERB,EASY,none,,,,
bg_01029,съдържащ/-а/-о/-и,containing (which contains), sŭdŭrzhasht/-a/-o/-i,MEDIUM,EASY,none,,,,
bg_01030,"покрива/-м, покрие/-я",cover x 2 tenses," pokriva/-m, pokrie/-ya",VERB,HARD,none,,,,
bg_01031,ранен/-нна/-нно/-нни,early, ranen/-nna/-nno/-nni,ADJECTIVE,EASY,none,,,,
bg_01032,оборудване,equipment, oborudvane,MEDIUM,EASY,none,,,,
bg_01033,"на първата страница пише, че",it says on the first page that," na pŭrvata stranitsa pishe, che",MEDIUM PHRASE,UNTESTED,none,,,,
bg_01034,ръководство/-а x2,"manual, guide", rŭkovodstvo/-a x2,MEDIUM,HARD,none,,,,
bg_01035,военен/-нна/-нно/-нни,military, voenen/-nna/-nno/-nni,ADJECTIVE,HARD,none,,,,
bg_01036,община/-и,municipality, obshtina/-i,MEDIUM,HARD,none,,,,
bg_01037,неправителствена организация  (също казваме НПО – /не пе о/),NGO x2, nepravitelstvena organizatsiya (sŭshto kazvame NPO – /ne pe o/),LONG,EASY,none,,,,
bg_01038,норвежки/-жка/-жко/-жки,Norwegian, norvezhki/-zhka/-zhko/-zhki,MEDIUM,EASY,none,,,,
bg_01039,някъде,somewhere, nyakŭde,MEDIUM,EASY,none,,,,
bg_01040,стабилност,stability, stabilnost,MEDIUM,EASY,none,,,,
bg_01041,етап/-и,stаge, etap/-i,MEDIUM,EASY,none,,,,
bg_01042,успешен/-шна/-шно/-шни,successful, uspeshen/-shna/-shno/-shni,ADJECTIVE,UNTESTED,none,,,,
bg_01043,Швеция,Sweden, Shvetsiya,SHORT,EASY,none,,,,
bg_01044,"заплашва/-м, заплаши/-а",threaten x 2 tenses," zaplashva/-m, zaplashi/-a",VERB,EASY,none,,,,
bg_01045,служи/-а,to serve, sluzhi/-a,VERB,HARD,none,,,,
bg_01046,"разпространява/-м, разпространи/-я (се)",to spread x 2 tenses," razprostranyava/-m, razprostrani/-ya (se)",VERB,EASY,none,,,,
bg_01047,"призовава/-м, призове/-а",urge x 2 tenses," prizovava/-m, prizove/-a",VERB,EASY,none,,,,
bg_01048,спешен/-шна/-шно/-шни,urgent, speshen/-shna/-shno/-shni,ADJECTIVE,EASY,none,,,,
bg_01049,що се отнася до,when it comes to, shto se otnasya do,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01050,бряг/ брегове,coasts, bryag/ bregove,SHORT,EASY,none,,,,
bg_01051,"подробно, в детайли",in detail x 2 ," podrobno, v detaĭli",MEDIUM PHRASE,UNTESTED,none,,,,
bg_01052,ден/ дни,day/s, den/ dni,SHORT,EASY,none,,,,
bg_01053,натоварен /  натоварена (не 'натоварна'),busy, natovaren / natovarena (ne 'natovarna'),SHORT,HARD,none,,,,
bg_01054,Бени го болеше стомахът. Бени имаше болки в стомаха.,Benny had a stomach ache x2, Beni go boleshe stomakhŭt. Beni imashe bolki v stomakha.,LONG PHRASE,UNTESTED,none,,,,
bg_01055,дългия(т) ден,long day, dŭlgiya(t) den,MEDIUM,EASY,none,,,,
bg_01056,Не СЕ оплаквам.,I'm not complaining., Ne SE oplakvam.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01057,чрез Магелановия проток,via the Strait of Magellan, chrez Magelanoviya protok,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01058,"отлага, отложи x 2","postpone, delay x 2 tenses"," otlaga, otlozhi x 2",VERB,HARD,none,,,,
bg_01059,"познава, познае  x 2","recognise, guess ( the answer without the facts) x 2 tenses"," poznava, poznae - (alt to recog.) x 2",VERB,HARD,none,,,,
bg_01060,"приближава, приближи +/- се",move closer; се – get closer x 2 tenses," priblizhava, priblizhi +/- se",VERB,HARD,none,,,,
bg_01061,"произнася, произнесе",pronounce x 2 tenses," proiznasya, proiznese",VERB,EASY,none,,,,
bg_01062,"ранява, рани x 3","injure, hurt, wound x 2 tenses"," ranyava, rani x 3",VERB,EASY,none,,,,
bg_01063,"съжалява, съжали x 3",pity; regret; be sorry x 2 tenses," sŭzhalyava, sŭzhali x 3",VERB,EASY,none,,,,
bg_01064,"заслужава, заслужи",deserve x 2 tenses," zasluzhava, zasluzhi",VERB,EASY,none,,,,
bg_01065,"излага, изложи x 2",expose; embarrass x 2 tenses," izlaga, izlozhi x 2",VERB,HARD,none,,,,
bg_01066,Аз също закъснях.,I was also late., Az sŭshto zakŭsnyakh.,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01067,атомна централа,nuclear power plant, atomna tsentrala,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01068,бедствие/-я,disaster, bedstvie/-ya,MEDIUM,EASY,none,,,,
bg_01069,бутилирана вода,bottled water, butilirana voda,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01070,въже,rope, vŭzhe,SHORT,HARD,none,,,,
bg_01071,газ,gas (noun), gaz,MEDIUM,EASY,none,,,,
bg_01072,газов/-а/-о/-и,adj. related to gas, gazov/-a/-o/-i,ADJECTIVE,EASY,none,,,,
bg_01073,джобно ножче,pocket knife, dzhobno nozhche,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01074,доставка/-и,delivery, dostavka/-i,MEDIUM,EASY,none,,,,
bg_01075,запалка/-и,lighter, zapalka/-i,MEDIUM,HARD,none,,,,
bg_01076,изправен/-а съм пред,be facing, izpraven/-a sŭm pred,MEDIUM,UNTESTED,none,,,,
bg_01077,"изправя/-м се, изправи/-я се x 2","stand up, sit up"," izpravya/-m se, izpravi/-ya se x 2",VERB,EASY,none,,,,
bg_01078,кибрит,matchbox, kibrit,MEDIUM,EASY,none,,,,
bg_01079,кибритена клечка,match, kibritena klechka,SHORT,EASY,none,,,,
bg_01080,консерва/-и x 2,"tin, can", konserva/-i x 2,MEDIUM,HARD,none,,,,
bg_01081,настолни игри,board games, nastolni igri,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01082,препоръка/-и,recommendation, preporŭka/-i,MEDIUM,HARD,none,,,,
bg_01083,"признава/-м, признае/-я x 2","admit, recognize x2 tenses"," priznava/-m, priznae/-ya x 2",VERB,HARD,none,,,,
bg_01084,ръкавица/-и,glove, rŭkavitsa/-i,MEDIUM,EASY,none,,,,
bg_01085,свещ/-и (f.),candle, svesht/-i (f.),MEDIUM,EASY,none,,,,
bg_01086,собствената ни страна,our own country, sobstvenata ni strana,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01087,списък/-ъци,a list, spisŭk/-ŭtsi,SHORT,EASY,none,,,,
bg_01088,съставки,ingredients, sŭstavki,MEDIUM,EASY,none,,,,
bg_01089,търговец/-вци,merchant, tŭrgovets/-vtsi,MEDIUM,HARD,none,,,,
bg_01090,търговия,trade, tŭrgoviya,SHORT,EASY,none,,,,
bg_01091,убива/-м време,kill time, ubiva/-m vreme,VERB,EASY,none,,,,
bg_01092,фенер/-и x 2,"flashlight, torch", fener/-i x 2,MEDIUM,EASY,none,,,,
bg_01093,общо количество,a total amount, obshto kolichestvo,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01094,преувеличава,exaggerates, preuvelichava,SHORT PHRASE,UNTESTED,none,,,,
bg_01095,следния/т,the following, sledniya/t,MEDIUM,HARD,none,,,,
bg_01096,простира се x 2,"extends to, spread over", prostira se x 2,VERB,UNTESTED,none,,,,
bg_01097,през който е прокопан канал,through which a canal has been dug, prez koĭto e prokopan kanal,MEDIUM PHRASE,UNTESTED,none,,,,
bg_01098,съответно,respectively, sŭotvetno,MEDIUM,EASY,none,,,,
bg_01099,"запомня, запомни x 2","remember (retain in one’s memory), memorize x 2 tenses"," zapomnya, zapomni x 2",VERB,HARD,none,,,,
bg_01100,горчи,be bitter,gorchi,VERB,EASY,none,,,,
bg_01101,член,member,chlen,SHORT,EASY,none,,,,
bg_01102,продължителност,duration,prodŭlzhitelnost,MEDIUM,HARD,none,,,,
bg_01103,заем,loan,zaem,SHORT,EASY,none,,,,
bg_01104,облекчение,relief,oblekchenie,SHORT,HARD,none,,,,
bg_01105,последствие,consequence,posledstvie,MEDIUM,HARD,none,,,,
bg_01106,има предвид,to mean (to intend to say something on a particular occasion),ima predvid,MEDIUM,HARD,none,,,,
bg_01107,редактира,edit,redaktira,VERB,EASY,none,,,,
bg_01108,честно казано x2,"to be honest, honestly speaking ",chestno kazano  ,MEDIUM PHRASE,UNTESTED,none,,,,
